/Users/vkv/data/IMG/center_2018_12_23_12_48_44_847.jpg,/Users/vkv/data/IMG/left_2018_12_23_12_48_44_847.jpg,/Users/vkv/data/IMG/right_2018_12_23_12_48_44_847.jpg,0,0,0,1.051269E-05
/Users/vkv/data/IMG/center_2018_12_23_12_48_44_930.jpg,/Users/vkv/data/IMG/left_2018_12_23_12_48_44_930.jpg,/Users/vkv/data/IMG/right_2018_12_23_12_48_44_930.jpg,0,0,0,3.868502E-06
/Users/vkv/data/IMG/center_2018_12_23_12_48_44_997.jpg,/Users/vkv/data/IMG/left_2018_12_23_12_48_44_997.jpg,/Users/vkv/data/IMG/right_2018_12_23_12_48_44_997.jpg,0,0,0,1.669207E-06
/Users/vkv/data/IMG/center_2018_12_23_12_48_45_080.jpg,/Users/vkv/data/IMG/left_2018_12_23_12_48_45_080.jpg,/Users/vkv/data/IMG/right_2018_12_23_12_48_45_080.jpg,0,0,0,1.540211E-05
/Users/vkv/data/IMG/center_2018_12_23_12_48_45_175.jpg,/Users/vkv/data/IMG/left_2018_12_23_12_48_45_175.jpg,/Users/vkv/data/IMG/right_2018_12_23_12_48_45_175.jpg,0,0,0,2.252337E-05
/Users/vkv/data/IMG/center_2018_12_23_12_48_45_259.jpg,/Users/vkv/data/IMG/left_2018_12_23_12_48_45_259.jpg,/Users/vkv/data/IMG/right_2018_12_23_12_48_45_259.jpg,0,0,0,3.394373E-06
/Users/vkv/data/IMG/center_2018_12_23_12_48_45_343.jpg,/Users/vkv/data/IMG/left_2018_12_23_12_48_45_343.jpg,/Users/vkv/data/IMG/right_2018_12_23_12_48_45_343.jpg,0,0,0,5.127986E-07
/Users/vkv/data/IMG/center_2018_12_23_12_48_45_412.jpg,/Users/vkv/data/IMG/left_2018_12_23_12_48_45_412.jpg,/Users/vkv/data/IMG/right_2018_12_23_12_48_45_412.jpg,0,0,0,2.727566E-05
/Users/vkv/data/IMG/center_2018_12_23_12_48_45_479.jpg,/Users/vkv/data/IMG/left_2018_12_23_12_48_45_479.jpg,/Users/vkv/data/IMG/right_2018_12_23_12_48_45_479.jpg,0,0,0,4.792291E-06
/Users/vkv/data/IMG/center_2018_12_23_12_48_45_564.jpg,/Users/vkv/data/IMG/left_2018_12_23_12_48_45_564.jpg,/Users/vkv/data/IMG/right_2018_12_23_12_48_45_564.jpg,0,0,0,6.935124E-06
/Users/vkv/data/IMG/center_2018_12_23_12_48_45_659.jpg,/Users/vkv/data/IMG/left_2018_12_23_12_48_45_659.jpg,/Users/vkv/data/IMG/right_2018_12_23_12_48_45_659.jpg,0,0,0,5.444945E-06
/Users/vkv/data/IMG/center_2018_12_23_12_48_45_726.jpg,/Users/vkv/data/IMG/left_2018_12_23_12_48_45_726.jpg,/Users/vkv/data/IMG/right_2018_12_23_12_48_45_726.jpg,0,0,0,1.17488E-05
